text_krio	text_english	original_story	label
"I kin bi d?n pipul ya d?n istri, b?t di tin we d?n ebul f? mek, b?t d?n wok, d?n l? ?rilij?n, b?t we pikin b?n, we p?sin mared ? we p?sin day, b?t sikrit sosayti ?ns?f b?t aw d?n mek?p f? go bifo na di w?l"	"Story
Stories tell about things that happen, they are usually true but can also not be true.
You have learnt about nansi stories.
This is another kind of stories than those which are usually told.
Of all the stories which are untrue, people usually believe them.
Like the story about egbere.
They say egbere is a devil who looks like a little child.
Egbere can be in the cellar.
They usually only come out at night.
People say egbere runs after a person in the darkness.
This makes people not walk out much at night or go through very dark streets.
They say if a person wants to catch egbere, they should rub garlic where he goes.
This story is about one-legged Jombi.
One-legged Jombi is a devil with only one foot.
They say they are in the uphill parts, like Frob Kolej road, Lesta road, and the other side of the hill.
They say when he moves he can jump from where the street begins to the side where the street ends.
He usually walks hop! hop! And he walks in the middle of the night.
Any person who sees him usually faints, so nobody wants to watch hm when he passes.
Mother water has a story.
They say mother water is half person half fish.
She lives in salt water and has long hair which she usually combs with a golden comb.
If a person gets that comb he will be rich forever.
Tell about these kind of stories which you have heard about or the ones you have thought of for yourself.
True story.
Some stories have truly happened.
Like how people lived.
This story could be one whole book which talks about very different people.
It can be these historical people, about the things which they are able to make, about their work, their law or religion, about which child is born, which person married or which person died, about a secret society and even about how they dress when they go outside the wall.
Talk about the true things which happened in the village or the town when you go out.
Like how the village or the town began, about the work they have been doing, if the work has changed and what led to these changes.
This is a scientific story about fire.
Humankind has known about fire for a very long time, but he did not know how to make it.
When there is lightning, a tree can sometimes catch it.
They can keep this fire going for a long time without going out.
In Alaska, some people rubbed sulfur on two stones, after they rubbed the stones against each other, when the sulfur caught fire, they threw the stones on dry grass or other things which caught fire and began to burn.
It was the Chinese and Indians who were using plates and cups which were broken pieces of plates and rubbed them against bamboo sticks to make fire.
Again the red Indian in America rubs two tree parts against each other to make fire.
The Greeks and Roman had their own method, the put some ind of glasss where the sun was shining bright.
The sun makes the glass so hot, the glass makes the dry wood catch fire.
In Mexico, Greece, Egypt and Italy, the fire burns all the time on the side where people pray.
The first time a human being saw that was when he walked on some gravel, they caught small fires when they were rubbed against another.
But it took time before he himself started rubbing the stones against each other to make fire."	stori	1
"So i d?n y?ri b?t dis, nain i chenj ins?f to s?m ans?m man, fain fain man"	"I don't know what your mission in this village is but if you listen to me I will be happy.
As he wanted to cut the sister the boy screamed 'wayooo my rash oo, my rash.
But he got rashes all over his body.
Please don't come my way! I beg of you, you are going nowhere.
They went to the devil's house.
He had prepared everything.
He had sharpened the cutlass and placed it under the bed, which he will use to kill the lady.
He said I will not stay behind i want to go with my sister.
If you see the cutlass he pulled out.
In the middle of the night the devil pulled out his cutlass again.
Then Lamina cast a spell and threw something in the water.
The devil quickly put the cutlass back under the bed.
The devil said ""hee"".
Then the mother said 'ee Bindu this is your only brother just try and take him along'.
So what happened was that when Bindu was leaving he begun to cry.
I will not challenge you again.
I will not be stubborn again oo.
I don't want you to come and disturb me in my marriage oo.
as the devil left the boy said 'sister you do not believe me'.
As the reached the waterside and the boat, the devil worked some magic and the boat disappeared.
As he raised it up to cut Bindu the boy screamed 'aahh aahh my rash, my rash, my rash is itchy.
As he left the boy came to his sister and said 'sister sister, this your husband is a devil and he wants to kill you'.
As he got close to the house the mother said to the man 'Sir greetings oo'.
but she was in a poor family so she was fortunate to be sent to school in Freetown.
But the devil had a big fowl cock.
His sister wanted to send him back, but the devil didn't come back early.
But her younger brother in the village was a boy with magic.
But first thing tomorrow morning you are leaving.
But if you get married here your husband will have farms, goats, sheep and other things which we will benefit from.
But you know that me and Lamina will not meet.
The boy sat down, his sister too.
The boy cleaned and washed for a very long time.
The devil was approaching, he posed, walked and showed off.
The devil went about his business.
The devil didn't see them again until they managed to reach the shore.
The reason why I am here is to find a woman that I would like.
All the water turned black.
Please, go and get some water to bathe me.
They started to paddle.
They started running now, they were running, running, running.
He began to sharpen it, ka-ching ka-ching zig zag ka-ching.
He began to sharpen it, ""ka-ching ka-ching zig zag ka-ching"".
He brought money, he brought chain, both very nice things.
He brought one box filled with clothes for the lady, Bindu.
He came closer very fast.
He approached.
He was observing and watching.
He will come and kill you.
It is not right oo.
He said the child is also pretty.
She said 'So please get married so we can also benefit from it'.
She said 'the ones here are whom we know.
She said 'please, my child has seen you from afar and she likes you.
He responded.
She said 'Look at him coming from afar'.
He said 'mother mother I want to go with my sister'.
She said ""Sometimes you have to be patient until you get what is right for you.""
She said, I am tired of you all trying to destroy my marriage.
He wants to kill me.
If he did not follow me to my house you would have heard a different story.
If you want to go back to Freetown to look for a husband we do not know about them.
He was dressed in a coat.
Immediately when the child saw him she said 'ee mother, I think I have found the man I like'.
I want to go, I want to go to my mother, this place does not suit me.
My child, not everything that glitters is gold.
This is what i was telling you, sister, so let's go before this man comes.
then Bindu said, 'mother please, do not disturb me, right now i am not worried about marriage'.
Then Bindu awoke.
She said she would bear her little brother.
Then Lamina who had a little magic himself cast a spell and the sand turned into a boat.
Then the devil left.
Then the devil reached the edge of the riverside.
Then the devil said 'ok leave him, I am going to get the water'.
Then the devil said, 'mother, it is as if you know what is on my heart.
Then the mother said ""what! Thank you god you have saved my child's life.""
Then the child told her that, 'Ee mother, I haven't seen any man in this village oo.'
Then the girl told her that 'mother next time I will listen to your word'
Then they started running.
Then they climbed inside.
He jumped inside.
Then he put his hand under the bed and pulled out the cutlass.
She said, Lamina you are lucky, since my man did not come back early.
He said ""what what""
Then she said ""yes mother.""
Then she said, 'mother, as I have given you my word I am not changing it, I like this man'.
Then her mother asked 'Well what do you want us to do now?'
Then her mother said 'who is he?'
Then his sister was shouting, 'Lamina pull pull, Lamina pull, let us go.
Then his sister said, ah, with that rash on your body who do you want to follow.
His sister said ""Hey hey don't talk about such foolish things.""
Then the man took the cutlass from under the bed and began to sharpen it, ka-ching ka-ching zig zag ka-ching.
So after the ceremony, Bindu decided to go with the man.
So Bindu said she hadn't found any man in the village who suits her.
So Lamina paddled as fast as he could.
As they were leaving the cock crowed 'kokorioko, your wife is leaving'.
The devil came with the water.
So they gave him water and sat down and he told the mother that he likes her child.
So they packed and left.
So as time went by, a devil came to the village..
When he heard about this, he changed himself into a handsome man, a very fine man.
That night when they were sleeping, the boy did not sleep.
The boy said, ok sister anything you say.
So the mother asked Bindu, 'Bindu you chose your man o, are you sure you like him?'
So the mother asked the man to have a seat.
So the man decided to go and come back for the marriage arrangement.
Then the sister said 'well you see now, my husband please go and get the water for this boy so he can go'.
So then she said ""ok"". She said ""Mother, this is for your sake.""
So her mother told her that ''Eee Bindu, we have used all the money we have for your schooling.
Night came again.
End of story.
Tomorrow i will make sure that i pack and send you back.
What are you saying to me, come on, go to bed.
Once upon a time, there lived a girl in a faraway village with her mother, father and little brother.
When the devil realised that they had entered the village he had to turn back.
When the sister it, she said ""what!""
When they got to the riverside they got into a boat and crossed.
When she completed school she returned to the village.
I don't know what would have happened to me if it was not for Lamina whom i wanted to leave behind.
You didn't know that the man I married is a big devil.
So after two weeks, the devil came back.
I do not want all these problems.
""Bindu, go bring water for the stranger.""
Sir, my rash is itchy, please, the water used to bathe me is from the other village, please go and get it for me.
Well now, this I will tell mother so that you will not come with me.
'Are you ready to marry this man?' she said 'yes mother'."	N?to ?ltin we fain na fain	2
"Wan t?m i fil di ?da rop jak am ”Hun!""
Bai di t?m we i wan lus wan pan di rop d?m di ?da tu jak am"	"Brother Spider was a greedy person.
There was a time when four villages had a feast on the same day.
All the chiefs in the four villages called Brother Spider to attend their feast.
Brother Spider was happy that that one day will happen.
Instead of good food to go waste the stomach will rather burst.
But he has really considered this thing.
If he is late for any of the feasts he might not get anything better.
Spider is someone who likes to be around when food is dished out so he can get the best part.
He didn't do one or two but he went to the villages one after the other to talk to the chiefs.
This is what he told them.
Look at this rope, you will hold one part and i will tie the other part around my waist.
When your cooks are done with the food just pull the rope.
Before Jako blinks i will have been there.
Brother Spider made this arrangement with all the chiefs then he found a junction where all the roads from the four villages met.
Brother Spider tied the four ropes round his body waiting for the time the first village will finish cooking.
When he stood waiting for the first village to finish cooking, he was imagining how he will eat the meat, bones, beans and how he will set a record on the palmwine.
On one occassion he felt one of the ropes begin to tighten, ""En-en, things have begun!
So he thought in his heart.
Once again he felt the other rope pulling him ""Hun!""
By the time he wanted to loosen one of the ropes the other two jacked him.
So all the four ropes are pulling him here, there, and over there.
It seems like the four villages finished cooking together and everyone pulled brother spider at the same time.
""Wait here!""
My mother o!
I beg o!
You people should stop pulling o!
One person from one of the villages realised that brother spider never delays so something must have happened.
Then he followed the rope which brother spider gave to their chief till he found brother spider half dead.
the rope had eaten into the middle part of his body till it became very small.
So that is why spider has a small waist and that is why greed is not good.
I will die o!
Brother spider screamed, nobody heard him, he screamed and screamed till he lost his voice.
Once upon a time, there lived brother Spider.
He alone eats everything and nothing should pass him by.
""Chief you know that i like your village and i am your bestfriend, so i want to make sure i attend your feast."	Aw Spaida g?t sm?l wes	0
"Na di mami ?n di dadi f? disayd uskayn ?dyukesh?n d?n pikin f? g?t; if d?n n? ebul ? d?n n? de, d?n, ?da p?sin kin du am"	"Thank you thank you
We are thanking the united nation high comission for human rights who did all this work.
The national commission for democracy and human rights put the declaration in our own language of Sierra Leone.
We are very thankfull to the person who translated from English to Krio, the one who helped to check the work and the man who drew the pictures, Adams, Bangura, and miss Patience Boknor who typed.
The statement about the rights which everyone in the world should have.
What came before (introduction)
Very bad things have happened because people don't want to agree that everyone is equal.
The things which the average man wants more than anything in the world is to make everybody able to say what they feel, to think about how things are, to believe and benefit from everything that he needs, with peace.
For man to live in peace and not have to fight for his own rights, then it is important for the law to protect that.
It is simultaneously good to let piece and friendship be between the nations.
Whether they are a man or woman shouldn't make a difference and the united nation want everyone to live in peace and with respect and for everyone to have equal chances to work in the field they wish and have learned.
Similarly the members of the United Nations have agreed to join forces and make sure that they have freedom, justice and peace forever.
so, let us see,
The general assembly
has said now that
This statement about the human rights which everyone in the whole world should have, should be the same for all people in all countries and everybody, particularly the ones with power, should make sure that they themselves and
Article one
Everybody is born free and has his own rights, no one is better than the other.
We are all able to think and find out what is right and wrong and additionally to know how to live like one big family.
Article two
Everybody should get the same rights and freedom that this statement talks about, no matter if he is white or black, smart or analphabet, poor or rich, christian or muslim.
Additionally, the country in which a person is born should not matter.
He should get the same rights as any other person in the best developed country in the world.
Article three
Everybody should be able to live his life, to feel free and to feel that nobody and nothing will endanger his life.
Article four
Nobody shall make a fellow human his slave - or do anything that prohibits him from living.
Article five
Nobody shall make another person suffer bitter physical pain or shame them until they lose their self respect.
Article six
Everybody has the right to be respected as a humanbeing wherever in the world and even to have help from the law to get this respect.
Article seven
Everybody is equal and the law should be able to protect anyone when other in the street want to do to something that hurts the human rights or if the abuse him mentally.
Aricle eight
Anyone who thinks that his rights have been hurt which this statement talks about, should be able to  get all the help he needs from any court with power in his country.
Article nine
Nobody should arrest, put in jail or drive out any person from his own country just because he wants to.
Article ten
Anybody who is arrested for breaking the law, should get full protection from lawyers who represent him in court.
Article eleven
Anyone who is charged with an offence has the right to defend himself and the court should believe him.
It will be the duty of the court to prove that he is guilty in a public trial where he can also have his lawyers defending him.
It is so, if we know and agree that if everybody had self respect, they would be equal to and have the same rights as any other person in the world.
Then the whole world will have freedom, justice and peace.
Nobody should judge a person to be guilty or punish that person for a bigger crime than they have committed or something that is not a crime in his country or any other country in the world.
Article twelve
Article thirteen
Article fourteen
Everybody has the right to go everywhere and to live in any of the countries which are in the united nation.
In addition, he is free to leave his country or any country within the UN and return to his country when he pleases.
Anyone who thinks his life is in danger has the right to ask to be allowed, and he has to get that permission to live in any other country in the world.
But if the reason for why a person wants to leave his country has nothing to do with politics, or if the UN statement is against it, then that right will not be granted.
Article fifteen
Everyone has the right to a country he can call his own.
Nobody has the right, just because they want to, to make somebody unable to call his country his own.
additionally, nobody has the power to deny anybody to change the country which they call their own.
Article sixteen
To make the marriage true, the man and woman should not be influenced and they should be in agreement about being man and wife.
Article seventeen
Everybody has the right to own property by himself or to join other people in getting property.
Nobody should take another persons property which he owns just because he wants to.
Article eighteen
Article nineteen
Everybody has the right to think what they want and to say what they want. This means again that nobdy should impose on any other person because of what they think or believe. He has the right to show, talk about or even teach what he believes to other people, no matter where he is or what happens in the world.
Article twenty
Everybody os free to become a member of any group he chooses as long as they don't do anything to disturb or trouble the country.
Nobody should force another person to join ny group which he does not want to join.
Article twentyone
Everybody has the right to do what he is able to do to help the government in his country.
He can do this if he works with the government or if he votes for people who will work with the government.
Everybody has the same right to use government property when it is for the public.
What the people want is what the government should do.
The people will decide on what they want when those old enough to vote cast their votes in the general elections from time to time.
Nobody should force them, nobody should stop them from voting independently, and for who they want.
Article twentytwo
Everbody has the right to expect his country to protect him and give him a chance to develop himself and be somebody with respect and who is able to work, start a business or study, and who the is benefactial for the country.
Article twentythree
Everybody has the right to work, to do the work which he likes and to get reasonable pay for the work he does.
Everbody should get the same pay for the same work.
Everyone who works has the right to a salary that can make life normal for him and his family.
and if possible, they have the right to get other help to make life better for them.
Everbody has the right to form trade unions or join together as working men and women so that nobody is left without a place to work.
Article twentyfour
Everyone has the right to rest and relax his body, especially after each day's work.
In addition, they need time for holidays (annual leave) and also get their salaries during that period.
Article twenty five
Everyone has the right to live the kind of life in which him and his family do not fall sick.
He should be able to get food to eat, clothes, shelter, medicine, and he should have the hope that if things do not go well for him in life, like sickness, his spouse or child falls sick, he becomes jobless, death or old age, he will get assisstance from the government.
The child and the mother who has the child have to right to get special help and this help should be no different even if the child is born outside the marriage. A child from a marriage and a child from a lover should get the same treatment everywhere.
Article twenty six
Everybody has the right to get an education; elementary and primary should be free, and elementary and primary education should be mandatory.
Anyone can get the kind of education which will train him for a special job.
University education shall be for anybody who wants it, and who is suited for it.
Education will train the learner to respect the rights and freedom of others.
It will make people live in harmony no matter which country they are from, whether they have the same skin colour or even the same religion.
This will make the work of the UN to achieve peace easier.
The mother and the father should decide what kind of education their child should get; if they are not able to or if they are not there, then, some other person should do it.
Article twenty seven
Everybody has the right to participate in the kind of activities that his country offers like singing and dancing, dressing like they want and picture drawing, things which are special for his country.
He has the right again to take part and benefit from the good things which science has brought into his country.
Everybody has the right to keep and enjoy what he invented, did or wrote himself in science, play writing or acting.
Article twenty eight
Everyone has the right to benefit from a group which has power all over the world, making sure that everyone will enjoy their rights and freedom which is written in this statement.
Article twenty nine
Everybody has his own work which is his to do in his society to make sure he lives a happy and full life.
When a person tries to benefit from their rights and freedoms in their society, he should rememeber that the law is made to ensure that he remembers that other people also have rights and freedoms which he should respect so that piece can be everywhere.
The right and freedoms which are in this statement from the united nation is to make people have peace and peace of mind in their country. Nobody is to try and  break that.
Article thirty
Nothing in this statement is meant badly for any person or group of people in a country."	Yunivasal Diklaresh?n f? Yuman Rayt	1
Naim den bigin de falamakata am ehn mek fon of am	"A bird has come to perch on an electric wire.
Another bird has come to perch by him but the first bird is not happy to have him by his side so he is fighting with him.
Then plenty birds came to perch on the wire and they were all fghting.
Then a big bird perching on the electric pole called their attention.
They all shut their mouths looking at him.
Then they started mimicking him and made fun of him.
So they all moved and sat in the middle of the wire
The big bird flew and sat in between them.
The wire started going down because the big bird was heavy.
the birds have been squeezed in the middle so the are shouting at the big bird.
one bird bit the big bird then he turned up-side-down but his feet still held unto the wire and his head pointed to the ground
Then two birds started pecking his feet so he will fall and the other birds were supporting them
One bird realised that the big bird's head has already touched the ground and the wire has being stretched too much.
The big bird's foot came off the wire and the wire shot the birds up and all their feathers were left behind.
Then they started falling one by one to the ground by the big bird.
They all fell without feathers.
They were ashamed and hid behind the big bird who was laughing at them.
Another bird too has come to perch on the wire and the first bird is fighting with this other bird too.
I am watching a short video which is titled 'For the birds'.
The big bird wants to talk to them but they refuse to listen to him.
So they asked the two birds pecking him to stop but it was too late."	F? di b?d d?m	0
"D?n pik bererebe, b?t Kona we lili n? pik so d?n gi am s?m"	"Omotunde was a greedy boy.
He decided to call Shola and Kona to go to the Kongo riverside.
When Ola told him that it is dangerous he told him to shut up.
The children will go and tell Shola that they are tired he should stop the walking.
but Omotunde boldly told her there were nice things where they were going so she should endure.
So Omotunde walked very fast as to not make the others doubt his decision.
Kona who was little began to cry, that made Omotunde tell him that if he didn't shut up he would get beaten.
Kona was quiet because he knew that Omotunde would get angry if he didn't do what he said.
They walked until the sun began to go down before they reached the place.
The place was nice. The clouds got different shapes resembling small animals; some had horns, others had beards.
Some clouds looked like humans tending farms.
The birds were singing.
They had nice feathers with bright colours, but some where plain white.
Omotunde told them to go pick some ripe plums from the trees which where near the water.
The children picked, but Kona who was little didn't pick so they gave him some.
This was proper meal to them because they had been very hungry.
Shola and Kola began to shake with fear but Omotunde looked the man straight in the eyes and asked ""who would you be?""
If you have come to scae us, I'll tell you once that it is useless, we are not afraid, so just go your way.""
The man looked at him, shook his head and wondered what kind of child would get so angry.
The man told them  to go to their house because the night had come and their people were looking for them.
As he was talking they saw aunty Tanimola and Taywo coming all rattled.
When they saw the man they got scared themselves and the dirty beating they planned to give Omotunde was called of.
Kona ran straight to his aunty but Omotunde who had a hard heart just turned his head.
Taywo did not do one or the other, he just held the boy and shook him.
The man went safely his way.
Aunty Tanimola told Omotunde that he will be sent back to the village because if he follows him he will get trouble with the government."	?m?tunde	2
"D?n i kwis dichafchaf k?m?t ?n l?f di balans f? s?tul, afta i kwis l?m de"	"Madam Maria and her family live down our street.
Ah, those Krio people!
Today is Monday, Madam Maria and her family will eat the sause from yesterday.
That is what they do every week.
On Saturday you will see one of the older girls carrying a basket on her way to shop in order to prepare the soup.
When there is enough money she buys meat.
During Easter, New year or on Sundays she usually buys chicken, meat and pig feet or pig ears.
When there isn't enough money she buys fish.
They will fry it with oil.
Often times it is groundnut oil, occasionally they use coconut oil and you can smell its aroma from down the street when they are frying.
They have to add plenty onions, seed and tin tomatoes, big pepper some of which are ground and some are sliced, and leaf onions into the soup to make it sweet.
After the sause is done, they have to leave the pot over the fire for some time.
After they will boil the rice to eat with it.
Today is Monday, as i said, what is left in the pot is not much so they will push all the meat and fish to one side and cook the gravy with rice.
Tomorrow is Tuesday!
It is the leftover of Saturday's palava sause that they will eat.
that sauce they usually boil everything
If it is egusi palava sauce, they will add egusi.
If it is slippery green leaves with okra, they will add sodium bicarbonate.
They always have to cook the palava sause with palmoil.
That fufu has to be ready to be eaten with the soup.
E, look Boyzy is coming!
He also lives in that house.
Today at school, talk about what he took for lunch?
He said it is his grandmother from York who brought them.
It cracks!
He gave all of us some of it.
After i gave him some of my aborbor and bread.
That is how we are o.
Give me i give you!
I remember when they had a big programme, yes, like when one of their sisters got married.
They called some people to come and help cook the jollof rice.
At that time they bought a lot of fowls and beef and pigfeet and pigears.
It is so pink when they are finished.
It was so sweet!
I tasted it.
Madam Maria baked the bread and the cake herself.
She took rice flour, mashed banana, sugar, a small amount of nutmeg, tomatoes and salt.
She mixed them all.
After she added a little baking powder.
They usually add cow intestines, small guts, garlic, onions and pepper.
She took a baking pot, placed a small banana leaf beneath the pot and poured groundnut oil in it.
After she took the bread mixture and poured it into the pot.
She covered it first with banana leaf.
After she placed the lid on top.
When she put the pot in the fire it was burning below and on top.
Then she pushed wood up and down until the rice bread finished baking.
It was brown like coffee.
The cake itself has flour, egg, butter, sugar and baking powder mixed in it, after she filled them in small cups and put them in the fire, just like the rice bread.
When they are done cooking they have a golden colour.
Madam Ose who is their neighbour came to make the ginger beer for them.
She peeled off the sin of the ginger and after she crushed it she put it in hot water.
After she squeezes the pieces that are left and let's the balance settle, after she squeezes them.
When it has settled she strains the other side, mixes in sugar and strains it with white clothes.
After she puts in Siminji.
It was very sweet when they served it.
They even shared some soda drinks.
Even that was pink and very sweet.
Abiono does not eat fufu so she usually goes to buy her agidi, but sometimes she cooks rice to eat with the soup.
They fried all in groundnut oil, after they prepared gravy on two sides.
One for the beef, and they boil the rice inside the other one."	Mami Maria ?n in fambul	1
"Hun!
Gbaraa!
Gburuu!
Krakaam!
na dat n?m? yu go de y?ri"	"I like it very much.
There are many things during rain season which people don't like, and sometimes they are right.
Before the rain season the place is a really good one, it is dark and a breeze blows the clouds.
We usually say the breeze blows the rain to the other side.
By June the breeze has no side to carry the rain because all sides have gotten rainy.
The rain is usually heavy in Freetown.
Sometimes in June the rain can fall for one week nonstop, and so the place becomes cold.
When the place gets cold, the elderly ones usually complain, all their sweaters, woollen coats, hats and stockings usually get worn out.
Small 'things' are even kept under beds, that could be rum or gin or any thing like that.
August is a funny month.
The rain in August comes all the time but it is not beter because it can ambush.
It usually takes you a whole week only to dry the clothes.
The August rain is a stomach-turning rain, one minute it comes and the next minute it stops.
Sometime the August month with rain is so that the sun even shines, and then the children sing that:
Rain comes, sun shines.
The baboon is giving birth to a child in the bush.
In August rain and sun come out together but September is nothing like that.
In September all things can turn around.
The rain falls like god has opened all the pumps in the clouds.
We can get what we call ""Monsoon spring.""
This is the type of rain which usually washes away a house.
The children are not only afraid of the monsoon spring o, because October comes with lightning and thunder.
Lightning and thunder, lightning and thunder, when you see it call it two times.
HUN!
Gbaraa!
Gburuu!
Krakaam!
Only that you will be hearing.
The house shakes and the thunder sounds like gunfire.
First the lightning cuts before the thunder cracks.
We cover all the glass in the house so there is no danger.
Flu, thunder and the rain will make you angry but remember all the other good things which the rainy season brings.
If there is no rain how will the plants grow?
I like the rain season very much.
I don't know why people don't like the rain season.
I agree that the place gets cold and soaked, and the rain can keep people from coming out on the streets.
But when you critically observe everything i don't think the rainy season is bad at all, but that is my opinion.
You will say October's rain and thunder and lightening scares people.
But i am usually happy because there is plenty of fish especially crevalle jack, and where there is crevalle jack there must be pepper soup."	Rensizin	1
"We a t?k b?t dans so, a m?mba wan ?da dans we draisizin kin bri?, da na di d?st dans"	"That one likes to enjoy.
Truly dry season is not a problem, you are able to do anything you want to do.
You can wash a blanket and it gets dry before night falls.
Those who have carpets wash them during this time.
Those are not the only times you can enjoy the dry season, the night also has its own.
Those who live close to oceans play 'moonlight baby'.
They usually dance from the night till sunrise.
Everywhere is usually dusty especially places without tarred roads.
Dust usually marries the leaves, the houses, the furniture, i mean everything.
Even if you leave your mouth open for long dust will fill it up.
The dust makes you catch a flu.
And if you are not careful that can even make you sick.
Some people become so sick that when they spit on the ground and it dries up and the wind blows it up on you, well then that's it.
Maybe to be sick is bad but another thing which is also as bad as sickness is the heat.
The place usually becomes very hot, especially in the month of March.
The sun during the month of March is enough to dry a river.
You can bath trice a day and that is even enough to give you cold.
When i talk about dance i remember another dance which the dry season brings, that is the dust dance.
'Dry season is not a problem' my uncle used to say."	Draisizin	2
"So as d?n bigin go so, nain di f?l ala, ‘kokoriokoo, yu w?f de go’"	"I don't know what your mission in this village is but if you listen to me I will be happy.
As he wanted to cut the sister the boy screamed 'wayooo my rash oo, my rash.
But he got rashes all over his body.
Please don't come my way! I beg of you, you are going nowhere.
They went to the devil's house.
He had prepared everything.
He had sharpened the cutlass and placed it under the bed, which he will use to kill the lady.
He said I will not stay behind i want to go with my sister.
If you see the cutlass he pulled out.
In the middle of the night the devil pulled out his cutlass again.
Then Lamina cast a spell and threw something in the water.
The devil quickly put the cutlass back under the bed.
The devil said ""hee"".
Then the mother said 'ee Bindu this is your only brother just try and take him along'.
So what happened was that when Bindu was leaving he begun to cry.
I will not challenge you again.
I will not be stubborn again oo.
I don't want you to come and disturb me in my marriage oo.
as the devil left the boy said 'sister you do not believe me'.
As the reached the waterside and the boat, the devil worked some magic and the boat disappeared.
As he raised it up to cut Bindu the boy screamed 'aahh aahh my rash, my rash, my rash is itchy.
As he left the boy came to his sister and said 'sister sister, this your husband is a devil and he wants to kill you'.
As he got close to the house the mother said to the man 'Sir greetings oo'.
but she was in a poor family so she was fortunate to be sent to school in Freetown.
But the devil had a big fowl cock.
His sister wanted to send him back, but the devil didn't come back early.
But her younger brother in the village was a boy with magic.
But first thing tomorrow morning you are leaving.
But if you get married here your husband will have farms, goats, sheep and other things which we will benefit from.
But you know that me and Lamina will not meet.
The boy sat down, his sister too.
The boy cleaned and washed for a very long time.
The devil was approaching, he posed, walked and showed off.
The devil went about his business.
The devil didn't see them again until they managed to reach the shore.
The reason why I am here is to find a woman that I would like.
All the water turned black.
Please, go and get some water to bathe me.
They started to paddle.
They started running now, they were running, running, running.
He began to sharpen it, ka-ching ka-ching zig zag ka-ching.
He began to sharpen it, ""ka-ching ka-ching zig zag ka-ching"".
He brought money, he brought chain, both very nice things.
He brought one box filled with clothes for the lady, Bindu.
He came closer very fast.
He approached.
He was observing and watching.
He will come and kill you.
It is not right oo.
He said the child is also pretty.
She said 'So please get married so we can also benefit from it'.
She said 'the ones here are whom we know.
She said 'please, my child has seen you from afar and she likes you.
He responded.
She said 'Look at him coming from afar'.
He said 'mother mother I want to go with my sister'.
She said ""Sometimes you have to be patient until you get what is right for you.""
She said, I am tired of you all trying to destroy my marriage.
He wants to kill me.
If he did not follow me to my house you would have heard a different story.
If you want to go back to Freetown to look for a husband we do not know about them.
He was dressed in a coat.
Immediately when the child saw him she said 'ee mother, I think I have found the man I like'.
I want to go, I want to go to my mother, this place does not suit me.
My child, not everything that glitters is gold.
This is what i was telling you, sister, so let's go before this man comes.
then Bindu said, 'mother please, do not disturb me, right now i am not worried about marriage'.
Then Bindu awoke.
She said she would bear her little brother.
Then Lamina who had a little magic himself cast a spell and the sand turned into a boat.
Then the devil left.
Then the devil reached the edge of the riverside.
Then the devil said 'ok leave him, I am going to get the water'.
Then the devil said, 'mother, it is as if you know what is on my heart.
Then the mother said ""what! Thank you god you have saved my child's life.""
Then the child told her that, 'Ee mother, I haven't seen any man in this village oo.'
Then the girl told her that 'mother next time I will listen to your word'
Then they started running.
Then they climbed inside.
He jumped inside.
Then he put his hand under the bed and pulled out the cutlass.
She said, Lamina you are lucky, since my man did not come back early.
He said ""what what""
Then she said ""yes mother.""
Then she said, 'mother, as I have given you my word I am not changing it, I like this man'.
Then her mother asked 'Well what do you want us to do now?'
Then her mother said 'who is he?'
Then his sister was shouting, 'Lamina pull pull, Lamina pull, let us go.
Then his sister said, ah, with that rash on your body who do you want to follow.
His sister said ""Hey hey don't talk about such foolish things.""
Then the man took the cutlass from under the bed and began to sharpen it, ka-ching ka-ching zig zag ka-ching.
So after the ceremony, Bindu decided to go with the man.
So Bindu said she hadn't found any man in the village who suits her.
So Lamina paddled as fast as he could.
As they were leaving the cock crowed 'kokorioko, your wife is leaving'.
The devil came with the water.
So they gave him water and sat down and he told the mother that he likes her child.
So they packed and left.
So as time went by, a devil came to the village..
When he heard about this, he changed himself into a handsome man, a very fine man.
That night when they were sleeping, the boy did not sleep.
The boy said, ok sister anything you say.
So the mother asked Bindu, 'Bindu you chose your man o, are you sure you like him?'
So the mother asked the man to have a seat.
So the man decided to go and come back for the marriage arrangement.
Then the sister said 'well you see now, my husband please go and get the water for this boy so he can go'.
So then she said ""ok"". She said ""Mother, this is for your sake.""
So her mother told her that ''Eee Bindu, we have used all the money we have for your schooling.
Night came again.
End of story.
Tomorrow i will make sure that i pack and send you back.
What are you saying to me, come on, go to bed.
Once upon a time, there lived a girl in a faraway village with her mother, father and little brother.
When the devil realised that they had entered the village he had to turn back.
When the sister it, she said ""what!""
When they got to the riverside they got into a boat and crossed.
When she completed school she returned to the village.
I don't know what would have happened to me if it was not for Lamina whom i wanted to leave behind.
You didn't know that the man I married is a big devil.
So after two weeks, the devil came back.
I do not want all these problems.
""Bindu, go bring water for the stranger.""
Sir, my rash is itchy, please, the water used to bathe me is from the other village, please go and get it for me.
Well now, this I will tell mother so that you will not come with me.
'Are you ready to marry this man?' she said 'yes mother'."	N?to ?ltin we fain na fain	1
